candidate_id,age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
126428,29,Bachelors,Tier 1,7.81,5,3,1,0,1.49,1,2,9.0,1,3.65,537,MNC
126429,33,Bachelors,Tier 2,7.23,2,5,1,1,1.57,0,0,13.5,1,8.17,409,MNC
126430,27,Bachelors,Tier 3,7.96,0,7,5,2,0.02,1,0,28.0,1,8.29,404,Startup
126431,21,Bachelors,Tier 3,7.49,2,4,1,0,0.46,0,0,10.0,1,5.74,702,Mid-size
126432,31,PhD,Tier 2,7.1,1,2,1,0,1.18,0,0,6.0,1,3.06,586,MNC
126433,33,Bachelors,Tier 2,8.31,0,2,2,2,1.88,0,0,11.0,0,7.46,411,Mid-size
126434,24,Bachelors,Tier 2,7.67,0,2,5,0,6.13,1,0,15.0,1,9.85,486,Startup
126435,24,Masters,Tier 1,7.47,0,7,1,0,3.03,0,0,16.0,0,6.41,470,Mid-size
126436,30,Masters,Tier 3,7.49,2,1,5,1,0.83,0,0,13.5,0,7.81,532,Mid-size
126437,25,Bachelors,Tier 1,7.32,1,2,4,3,1.28,1,0,17.5,1,6.69,515,Startup
126438,27,Bachelors,Tier 1,6.08,1,1,5,0,2.27,0,0,12.0,0,4.66,554,Startup
126439,25,Masters,Tier 2,7.55,2,3,1,4,0.32,0,1,14.0,1,5.38,410,MNC
126440,30,Bachelors,Tier 2,8.9,0,7,4,0,9.11,0,0,22.0,1,9.72,477,MNC
126441,26,Bachelors,Tier 3,5.95,1,3,5,0,0.05,0,0,16.0,1,7.17,403,MNC
126442,29,Masters,Tier 2,6.73,1,5,1,1,0.96,1,0,14.5,1,4.32,493,Mid-size
126443,22,Bachelors,Tier 2,6.92,1,7,4,1,1.56,0,0,23.5,1,3.35,502,Mid-size
126444,26,PhD,Tier 1,7.19,2,3,1,0,0.72,1,0,9.0,1,3.37,529,MNC
126445,33,Bachelors,Tier 3,7.17,2,1,4,3,1.44,1,1,15.5,0,6.5,439,Mid-size
126446,26,Bachelors,Tier 1,8.23,0,5,5,2,1.27,1,0,24.0,0,3.74,481,Mid-size
126447,32,Masters,Tier 2,7.08,1,3,1,0,0.81,0,1,8.0,0,8.83,581,Mid-size
126448,21,Masters,Tier 2,6.56,0,4,1,1,0.74,0,0,11.5,1,5.4,507,MNC
126449,26,Bachelors,Tier 3,7.6,1,7,5,2,0.17,0,0,27.0,1,5.69,503,MNC
126450,27,Bachelors,Tier 2,6.38,4,4,4,2,0.01,0,0,19.0,1,5.41,337,Mid-size
126451,33,Bachelors,Tier 1,7.06,2,1,2,1,1.39,1,0,8.5,1,6.75,613,Mid-size
126452,27,Masters,Tier 3,6.22,2,6,1,0,2.57,0,0,14.0,1,9.99,312,Startup
126453,23,Masters,Tier 1,7.97,3,2,4,4,0.94,1,0,19.0,1,9.28,237,Startup
126454,28,Bachelors,Tier 2,6.75,0,3,2,1,0.05,0,0,11.5,0,4.62,377,MNC
126455,27,Bachelors,Tier 2,9.26,0,3,5,1,0.17,0,0,17.5,1,9.28,564,MNC
126456,24,Bachelors,Tier 1,6.09,4,4,5,0,0.61,0,0,18.0,1,7.08,403,MNC
126457,24,Bachelors,Tier 3,9.25,1,3,1,2,0.15,1,1,12.0,0,8.12,593,Mid-size
126458,30,Masters,Tier 1,8.17,3,6,5,1,0.1,0,0,23.5,1,6.64,363,Mid-size
126459,33,Masters,Tier 2,6.9,2,2,2,0,2.26,1,0,9.0,1,7.63,403,Mid-size
126460,33,Bachelors,Tier 3,6.2,4,3,4,2,2.12,0,0,17.0,1,5.74,499,Mid-size
126461,27,Bachelors,Tier 3,7.73,2,4,5,0,1.46,0,1,18.0,1,4.97,686,MNC
126462,22,Bachelors,Tier 3,6.76,2,0,3,0,2.26,1,0,7.0,0,6.52,406,Startup
126463,25,Bachelors,Tier 2,7.92,0,2,5,1,0.63,0,0,15.5,1,6.33,591,Startup
126464,33,Bachelors,Tier 1,6.11,3,3,3,0,1.35,0,1,12.0,0,5.77,370,MNC
126465,26,Bachelors,Tier 2,6.35,1,1,1,0,2.76,0,0,4.0,1,8.52,426,Mid-size
126466,24,Masters,Tier 3,8.04,1,2,4,1,0.22,0,0,13.5,0,8.02,463,Startup
126467,21,Bachelors,Tier 2,6.77,1,1,1,1,4.22,0,0,5.5,0,5.01,263,MNC
126468,31,Masters,Tier 2,8.24,1,5,2,0,0.42,1,0,15.0,1,4.38,524,Mid-size
126469,31,Masters,Tier 3,6.85,2,4,2,0,1.03,0,0,12.0,1,3.03,504,MNC
126470,21,Bachelors,Tier 2,7.74,1,3,1,3,3.27,0,0,12.5,1,9.86,490,MNC
126471,23,PhD,Tier 1,7.73,0,3,1,0,0.18,0,1,8.0,0,5.46,504,MNC
126472,29,Bachelors,Tier 1,5.81,2,1,4,0,2.05,0,1,10.0,0,7.29,382,Mid-size
126473,33,Bachelors,Tier 2,6.23,3,2,4,1,3.09,2,0,15.5,1,8.23,357,Mid-size
126474,22,Masters,Tier 2,7.03,0,5,1,0,3.05,2,1,14.0,1,4.44,562,MNC
126475,34,Masters,Tier 3,7.2,3,4,4,0,2.27,0,0,16.0,1,7.67,508,MNC
126476,25,Bachelors,Tier 1,7.93,1,3,1,0,1.69,1,0,9.0,1,3.8,493,Startup
126477,27,Bachelors,Tier 3,7.28,1,1,4,2,2.67,0,0,13.0,1,3.68,502,Startup
126478,22,PhD,Tier 1,7.29,2,4,1,1,1.7,0,0,11.5,1,5.12,434,MNC
126479,21,PhD,Tier 1,8.37,0,2,1,1,0.73,1,0,8.5,1,5.24,511,Startup
126480,27,Bachelors,Tier 1,7.07,0,4,3,0,0.24,0,0,14.0,1,4.26,414,MNC
126481,25,Bachelors,Tier 2,6.22,5,6,4,2,0.45,0,0,23.0,1,6.27,172,MNC
126482,27,Masters,Tier 3,5.69,0,4,5,2,0.61,0,0,21.0,1,7.32,357,Startup
126483,21,Bachelors,Tier 1,7.94,1,1,4,2,0.54,0,0,13.0,1,9.49,490,MNC
126484,26,Masters,Tier 3,6.97,2,0,1,4,0.91,0,0,8.0,1,7.91,451,Mid-size
126485,26,Bachelors,Tier 1,7.19,2,1,4,3,0.4,0,1,14.5,1,6.66,359,MNC
126486,27,Bachelors,Tier 3,8.02,0,4,3,2,1.02,2,0,19.0,1,6.78,149,Startup
126487,32,PhD,Tier 2,7.19,1,2,1,2,0.7,0,0,9.0,1,7.02,291,MNC
126488,28,PhD,Tier 2,7.41,4,2,2,2,2.01,1,1,12.0,0,5.02,692,MNC
126489,34,Bachelors,Tier 2,6.59,4,2,4,1,0.14,1,1,14.5,1,8.21,337,Mid-size
126490,34,Bachelors,Tier 1,7.42,3,1,5,1,0.01,0,0,13.5,0,7.57,526,Mid-size
126491,29,PhD,Tier 3,7.51,2,0,4,0,0.07,1,0,9.0,0,6.42,474,Mid-size
126492,34,Masters,Tier 3,7.94,0,2,2,1,0.93,0,0,9.5,1,4.5,426,Startup
126493,33,Bachelors,Tier 1,7.27,1,1,2,2,0.35,0,1,9.0,1,8.95,376,MNC
126494,30,Bachelors,Tier 3,6.57,0,4,2,1,5.65,0,1,13.5,1,4.39,444,MNC
126495,32,Bachelors,Tier 3,6.44,1,6,2,2,1.06,1,0,20.0,1,4.38,347,MNC
126496,33,Masters,Tier 2,7.85,1,4,2,1,0.55,1,0,14.5,1,4.03,357,MNC
126497,25,Masters,Tier 3,9.03,2,0,3,3,0.68,1,0,11.5,1,9.97,139,Startup
126498,33,Bachelors,Tier 1,7.41,5,2,4,2,2.05,0,0,15.0,1,4.71,419,Startup
126499,24,Bachelors,Tier 2,8.9,2,2,4,1,1.08,0,0,13.5,1,8.96,695,Startup
126500,25,Masters,Tier 3,7.46,0,2,4,1,0.51,0,0,13.5,1,3.24,521,Startup
126501,34,Masters,Tier 1,6.76,2,3,5,0,2.61,1,1,17.0,1,7.95,419,Mid-size
126502,30,Bachelors,Tier 3,6.6,3,6,5,0,3.21,1,1,23.0,1,3.21,576,Startup
126503,34,Bachelors,Tier 2,8.17,0,3,2,0,0.95,0,0,10.0,1,7.37,358,MNC
126504,25,Masters,Tier 1,7.53,1,1,5,1,2.04,1,0,14.5,1,4.86,524,MNC
126505,31,Bachelors,Tier 1,6.83,1,2,4,0,0.01,1,0,13.0,1,3.48,560,Startup
126506,29,Bachelors,Tier 2,7.43,0,4,4,1,2.19,2,0,19.5,0,4.92,269,MNC
126507,27,PhD,Tier 3,7.84,3,1,3,0,1.66,0,0,8.0,1,3.87,448,MNC
126508,31,Masters,Tier 1,7.51,1,4,1,0,3.2,0,1,10.0,1,4.54,752,Mid-size
126509,34,Masters,Tier 2,7.85,2,3,1,4,0.2,0,0,14.0,1,7.81,461,MNC
126510,22,PhD,Tier 1,8.44,2,4,3,2,2.87,0,1,17.0,0,8.83,567,Startup
126511,22,Bachelors,Tier 3,7.32,0,2,1,0,0.04,0,1,6.0,0,6.07,443,MNC
126512,21,Bachelors,Tier 1,7.87,1,5,5,1,1.26,1,1,22.5,1,5.92,514,MNC
126513,22,Masters,Tier 1,8.17,3,2,3,1,0.2,0,1,11.5,0,6.23,563,Startup
126514,22,Masters,Tier 2,8.77,1,2,5,1,3.41,1,1,16.5,1,6.3,381,MNC
126515,25,PhD,Tier 1,5.85,5,4,4,3,2.19,1,0,21.5,1,4.64,665,Startup
126516,29,Bachelors,Tier 2,5.97,2,2,4,0,2.27,0,0,12.0,1,9.92,414,Startup
126517,27,Masters,Tier 2,6.49,2,1,2,2,0.31,0,0,9.0,1,7.68,533,Startup
126518,31,Masters,Tier 1,7.7,0,3,1,0,0.31,0,1,8.0,1,8.42,300,MNC
126519,33,PhD,Tier 2,8.95,1,4,2,1,0.76,3,0,16.5,1,6.1,479,Mid-size
126520,25,Masters,Tier 1,8.36,1,4,1,0,1.03,1,1,11.0,0,8.33,600,MNC
126521,31,Bachelors,Tier 1,6.66,0,1,4,1,0.72,0,0,11.5,0,7.78,298,MNC
126522,30,Bachelors,Tier 1,8.05,1,3,5,0,0.33,1,0,17.0,1,8.79,271,MNC
126523,24,Bachelors,Tier 2,8.21,1,4,4,2,2.75,0,0,19.0,1,3.31,291,Mid-size
126524,26,Masters,Tier 2,6.42,2,2,3,1,2.55,1,1,12.5,1,3.32,494,Mid-size
126525,24,Masters,Tier 3,7.2,4,1,2,2,1.79,0,0,9.0,1,6.98,359,MNC
126526,34,Bachelors,Tier 3,8.35,2,2,4,1,3.35,1,0,14.5,1,5.65,336,Startup
126527,30,Masters,Tier 1,7.08,0,2,3,1,1.81,1,0,12.5,1,8.62,460,MNC
126528,27,Bachelors,Tier 3,8.2,0,2,4,1,0.22,0,0,13.5,1,4.16,115,Startup
126529,33,Bachelors,Tier 2,6.68,2,4,5,0,0.03,2,0,20.0,1,4.75,479,Startup
126530,23,Masters,Tier 2,6.41,1,3,1,0,2.81,3,1,11.0,0,5.94,695,Startup
126531,32,Bachelors,Tier 2,6.92,4,3,2,1,0.4,0,0,11.5,0,9.26,414,Startup
126532,33,Bachelors,Tier 2,7.97,2,2,5,0,0.02,0,0,14.0,1,3.93,568,MNC
126533,28,Bachelors,Tier 1,7.23,0,4,5,3,0.5,1,0,23.5,0,8.43,348,MNC
126534,32,PhD,Tier 3,8.88,0,5,1,1,0.74,0,0,13.5,1,9.92,454,Startup
126535,28,Bachelors,Tier 2,7.58,1,2,2,2,0.48,1,0,12.0,1,8.25,384,Startup
126536,23,Bachelors,Tier 1,7.23,1,1,4,0,0.27,0,0,10.0,1,6.85,429,Mid-size
126537,33,Bachelors,Tier 2,7.99,0,3,3,1,2.68,0,1,13.5,1,6.91,298,MNC
126538,27,Bachelors,Tier 2,9.03,3,5,1,0,0.51,0,0,12.0,1,4.15,313,Startup
126539,21,Masters,Tier 3,8.5,5,1,1,2,2.08,1,0,8.0,0,6.07,296,Mid-size
126540,25,Masters,Tier 3,7.95,2,3,3,0,1.21,1,1,13.0,0,6.71,593,Startup
126541,29,Bachelors,Tier 3,8.34,1,6,1,0,2.45,1,0,15.0,0,6.49,500,Startup
126542,22,Bachelors,Tier 1,8.43,2,3,2,2,0.42,0,1,13.0,0,3.78,374,MNC
126543,23,Masters,Tier 2,7.05,0,3,4,2,1.9,1,0,18.0,1,4.06,536,Mid-size
126544,24,Masters,Tier 2,7.89,0,4,5,2,2.37,1,0,22.0,1,4.76,465,MNC
126545,22,Masters,Tier 1,6.92,1,6,5,1,1.72,0,0,23.5,1,6.65,398,Startup
126546,30,Bachelors,Tier 2,6.92,2,3,1,0,0.03,2,0,10.0,0,4.12,451,MNC
126547,26,Masters,Tier 3,8.69,4,1,3,0,1.31,0,0,8.0,1,4.95,425,MNC
126548,34,Bachelors,Tier 1,5.58,1,2,1,0,0.69,1,0,7.0,0,5.39,450,Mid-size
126549,25,Masters,Tier 2,7.77,1,2,5,0,2.65,0,0,14.0,1,7.69,315,Startup
126550,25,Masters,Tier 3,7.42,4,0,4,1,0.24,0,1,9.5,1,5.33,511,Startup
126551,28,Bachelors,Tier 2,6.1,2,6,2,0,1.33,1,0,17.0,1,7.88,476,Startup
126552,34,Bachelors,Tier 1,8.01,3,3,3,0,0.93,1,1,13.0,1,4.06,621,Mid-size
126553,26,Bachelors,Tier 2,6.86,1,3,1,0,4.45,0,1,8.0,1,4.99,811,Mid-size
126554,21,Masters,Tier 1,8.32,0,4,5,0,2.64,0,0,18.0,1,5.96,559,Startup
126555,21,Masters,Tier 3,7.74,3,4,4,0,0.12,1,0,17.0,1,4.86,486,MNC
126556,30,Bachelors,Tier 2,6.95,3,3,1,1,2.12,1,0,10.5,0,4.29,510,MNC
126557,30,Bachelors,Tier 1,8.7,4,5,4,1,0.61,0,0,19.5,1,9.81,249,Mid-size
126558,25,Bachelors,Tier 1,8.29,0,6,1,3,0.47,0,0,18.5,1,7.59,406,Mid-size
126559,33,Masters,Tier 2,7.32,1,4,4,0,1.0,0,0,16.0,0,3.15,328,MNC
126560,32,Bachelors,Tier 1,7.99,2,5,3,3,0.06,2,0,22.5,1,4.31,437,Startup
126561,23,Bachelors,Tier 2,7.65,3,4,4,0,1.15,1,0,17.0,1,7.62,321,MNC
126562,32,Bachelors,Tier 3,6.97,2,3,4,0,1.37,1,1,15.0,1,5.48,334,MNC
126563,28,Bachelors,Tier 1,8.48,2,4,2,1,0.96,0,0,13.5,0,6.57,451,Mid-size
126564,31,Masters,Tier 3,6.57,2,2,5,1,1.14,0,0,15.5,1,8.6,526,MNC
126565,22,Bachelors,Tier 1,7.43,2,1,4,1,0.39,0,0,11.5,1,3.81,602,MNC
126566,25,Bachelors,Tier 2,7.2,4,2,5,1,0.1,0,1,15.5,1,7.49,775,MNC
126567,32,Masters,Tier 1,6.46,1,3,1,2,0.36,1,0,12.0,1,6.43,526,MNC
126568,26,Bachelors,Tier 2,6.93,3,2,5,1,2.98,1,0,16.5,1,4.58,623,Startup
126569,23,Bachelors,Tier 2,5.7,0,5,2,3,2.51,0,1,18.5,1,5.26,289,Startup
126570,34,Bachelors,Tier 2,7.33,3,2,3,2,0.31,0,1,13.0,1,3.2,460,MNC
126571,28,Bachelors,Tier 1,6.52,1,1,3,1,0.54,0,0,9.5,1,9.87,574,Startup
126572,28,Bachelors,Tier 3,7.85,0,3,5,0,3.01,0,0,16.0,1,3.89,513,MNC
126573,26,Masters,Tier 3,6.77,2,2,4,0,4.49,1,0,13.0,0,8.22,399,Mid-size
126574,29,Masters,Tier 3,6.81,0,5,3,1,4.33,0,0,17.5,1,6.07,451,MNC
126575,23,Bachelors,Tier 2,6.77,2,4,3,0,0.36,2,0,16.0,1,6.28,543,Startup
126576,23,Bachelors,Tier 2,6.48,1,3,5,1,0.29,1,0,18.5,1,7.14,288,MNC
126577,28,Bachelors,Tier 3,7.8,0,2,2,1,0.38,0,0,9.5,0,9.38,596,Mid-size
126578,34,Bachelors,Tier 1,7.75,3,3,1,2,0.39,0,0,11.0,0,6.92,442,Mid-size
126579,33,Bachelors,Tier 2,8.14,0,2,2,1,0.16,1,0,10.5,1,8.62,496,Startup
126580,32,Bachelors,Tier 1,7.8,2,5,1,0,2.65,0,0,12.0,1,8.89,510,Startup
126581,30,Bachelors,Tier 1,7.26,3,2,4,2,0.11,0,0,15.0,0,7.55,508,MNC
126582,24,PhD,Tier 1,8.16,4,2,4,1,1.29,1,0,14.5,1,7.47,428,MNC
126583,30,Masters,Tier 1,7.73,1,5,5,1,1.33,1,0,22.5,1,9.04,574,MNC
126584,34,Bachelors,Tier 2,7.84,0,1,3,3,0.36,0,1,12.5,1,3.36,491,Startup
126585,21,Bachelors,Tier 1,6.88,0,2,2,0,2.07,0,0,8.0,1,7.46,567,MNC
126586,34,Masters,Tier 3,7.41,2,1,3,2,0.48,0,0,11.0,1,6.65,308,Startup
126587,28,Bachelors,Tier 3,7.24,1,3,5,1,0.62,1,1,18.5,1,4.86,432,MNC
126588,28,Bachelors,Tier 1,5.83,3,1,4,2,5.17,1,0,14.0,1,8.47,551,MNC
126589,34,Bachelors,Tier 1,6.21,2,4,3,1,3.34,0,0,15.5,0,5.08,600,MNC
126590,25,Bachelors,Tier 2,7.79,0,2,3,0,1.88,0,1,10.0,1,8.45,503,Mid-size
126591,31,Bachelors,Tier 3,6.82,0,4,1,1,1.24,2,3,13.5,1,9.39,184,MNC
126592,34,Bachelors,Tier 3,6.97,0,1,5,0,0.88,1,0,13.0,1,7.01,415,Startup
126593,32,Masters,Tier 3,6.76,1,0,5,1,0.53,0,0,11.5,1,8.63,470,MNC
126594,32,Bachelors,Tier 3,7.09,1,3,5,0,2.52,1,0,17.0,1,4.82,330,MNC
126595,22,Bachelors,Tier 1,7.6,3,3,5,3,0.44,0,1,20.5,1,4.09,485,Mid-size
126596,27,Bachelors,Tier 1,9.01,2,0,2,0,1.11,0,0,4.0,1,6.97,646,Startup
126597,24,Bachelors,Tier 1,5.64,2,4,5,0,0.87,0,2,18.0,1,5.98,553,MNC
126598,28,Bachelors,Tier 2,6.69,5,4,2,2,0.3,0,1,15.0,1,5.97,420,MNC
126599,31,Bachelors,Tier 2,7.43,2,3,1,1,4.77,2,0,11.5,1,3.89,552,Startup
126600,30,Bachelors,Tier 2,7.68,3,4,3,3,0.83,0,0,18.5,1,9.56,461,MNC
126601,31,Bachelors,Tier 2,6.44,2,5,2,3,7.71,0,0,18.5,1,3.76,281,MNC
126602,26,Bachelors,Tier 2,6.87,1,2,4,0,0.09,1,0,13.0,1,5.04,508,Startup
126603,27,Masters,Tier 2,7.66,2,2,4,2,0.87,0,1,15.0,1,6.31,372,Mid-size
126604,30,Bachelors,Tier 3,6.44,3,2,3,2,0.09,0,0,13.0,1,8.2,423,Startup
126605,31,Masters,Tier 1,7.28,3,2,1,1,0.45,0,0,7.5,1,7.4,283,Mid-size
126606,22,Bachelors,Tier 2,9.17,2,4,3,2,0.65,0,1,17.0,1,3.5,505,MNC
126607,25,Masters,Tier 2,7.62,1,2,3,2,0.29,0,0,13.0,1,3.32,442,MNC
126608,24,Masters,Tier 2,6.74,0,3,1,0,0.37,0,0,8.0,0,7.0,541,MNC
126609,23,Bachelors,Tier 3,5.77,3,2,3,4,0.9,0,0,16.0,1,3.08,538,Mid-size
126610,27,Masters,Tier 1,7.86,2,3,2,3,1.36,2,0,16.5,1,6.94,427,MNC
126611,21,Bachelors,Tier 1,6.73,2,1,1,2,0.78,1,0,8.0,1,4.27,507,MNC
126612,34,Bachelors,Tier 3,6.13,1,1,5,2,0.94,0,0,15.0,1,4.33,534,Mid-size
126613,33,Masters,Tier 1,7.2,1,1,2,2,0.31,0,1,9.0,1,4.25,219,Startup
126614,33,Bachelors,Tier 3,6.83,2,4,3,1,0.14,0,0,15.5,1,8.42,573,MNC
126615,26,Bachelors,Tier 2,8.61,1,2,3,1,0.67,0,0,11.5,1,6.32,617,Startup
126616,31,Masters,Tier 2,4.89,2,4,4,0,0.15,2,0,18.0,1,4.49,520,Mid-size
126617,23,Bachelors,Tier 1,5.9,0,5,4,0,5.57,2,0,20.0,1,3.44,381,Startup
126618,27,Masters,Tier 2,7.56,0,2,2,0,2.23,1,0,9.0,1,6.11,379,Startup
126619,29,Bachelors,Tier 2,6.4,0,4,3,1,1.89,1,0,16.5,1,6.7,536,Startup
126620,34,Bachelors,Tier 1,7.35,1,1,3,1,1.76,0,0,9.5,0,7.15,558,MNC
126621,23,Bachelors,Tier 2,7.24,3,3,2,1,0.22,0,0,11.5,0,3.61,707,Mid-size
126622,34,Bachelors,Tier 1,7.78,0,0,1,1,1.12,1,0,4.5,1,5.62,566,Mid-size
126623,21,Bachelors,Tier 2,7.76,2,6,5,0,0.07,0,1,22.0,1,5.41,658,Mid-size
126624,23,Bachelors,Tier 3,8.54,3,3,5,3,0.72,1,0,21.5,1,5.31,519,Startup
126625,29,Bachelors,Tier 3,6.73,2,3,2,3,0.83,1,1,15.5,1,9.22,311,MNC
126626,30,Bachelors,Tier 1,7.2,3,2,2,2,1.18,1,0,12.0,0,5.54,223,Startup
126627,24,Bachelors,Tier 2,7.49,1,3,5,2,1.37,0,1,19.0,1,7.46,485,MNC
126628,32,Masters,Tier 3,9.05,0,1,5,1,0.86,0,1,13.5,0,9.18,495,Mid-size
126629,31,PhD,Tier 1,10.77,0,3,5,1,0.34,1,0,18.5,1,3.03,476,Startup
126630,23,Bachelors,Tier 2,6.44,3,3,1,1,1.55,1,0,10.5,1,8.19,483,MNC
126631,27,Bachelors,Tier 3,7.8,2,3,5,0,1.56,1,0,17.0,1,7.56,417,Startup
126632,32,Bachelors,Tier 1,7.68,1,2,4,2,0.48,0,1,15.0,0,9.37,353,MNC
126633,27,Masters,Tier 2,7.87,3,4,3,2,1.3,0,0,17.0,1,6.18,454,Mid-size
126634,24,Bachelors,Tier 1,7.67,0,2,1,0,1.45,0,0,6.0,0,9.7,514,Startup
126635,29,Bachelors,Tier 2,6.71,3,6,2,0,0.58,2,0,18.0,0,6.26,598,MNC
126636,29,Bachelors,Tier 2,7.1,1,4,1,1,0.96,0,0,11.5,1,3.46,525,Mid-size
126637,22,Bachelors,Tier 3,7.63,0,5,2,1,3.87,0,0,15.5,1,8.37,555,Startup
126638,27,Bachelors,Tier 2,9.3,0,6,2,1,1.42,0,0,17.5,1,3.16,609,Mid-size
126639,28,Masters,Tier 3,8.72,1,0,4,2,1.62,1,0,12.0,1,9.76,440,Startup
126640,28,Bachelors,Tier 3,7.86,1,3,2,0,0.57,1,0,11.0,1,3.0,525,Mid-size
126641,30,PhD,Tier 3,8.4,2,1,3,1,0.05,1,0,10.5,0,7.93,453,Mid-size
126642,21,Masters,Tier 1,7.33,1,5,4,1,0.71,0,0,19.5,0,3.73,755,Startup
126643,22,Masters,Tier 1,6.71,0,4,2,0,0.7,1,1,13.0,0,6.52,401,Startup
126644,28,Masters,Tier 3,7.6,0,3,3,0,1.67,0,0,12.0,1,3.85,455,Mid-size
126645,33,Bachelors,Tier 3,7.47,1,1,4,1,2.17,0,0,11.5,1,7.02,412,MNC
126646,27,Bachelors,Tier 2,8.07,2,5,5,2,1.93,0,0,23.0,1,6.91,521,Startup
126647,34,Masters,Tier 2,7.22,0,3,4,0,0.08,0,0,14.0,1,3.48,445,Startup
126648,27,Bachelors,Tier 1,7.66,1,2,4,1,0.53,2,0,15.5,1,4.03,564,MNC
126649,21,Bachelors,Tier 2,8.19,0,0,3,2,0.08,0,0,9.0,1,8.0,475,MNC
126650,22,Masters,Tier 3,6.8,0,4,3,0,0.01,0,0,14.0,0,7.66,314,MNC
126651,22,Masters,Tier 2,7.11,0,3,5,1,0.41,2,0,19.5,1,5.03,523,Mid-size
126652,23,Bachelors,Tier 2,7.91,3,3,4,0,2.99,0,0,14.0,1,4.28,478,MNC
126653,23,Masters,Tier 2,7.2,6,4,3,0,0.81,0,0,14.0,1,7.73,526,Mid-size
126654,23,Masters,Tier 2,7.99,4,5,1,0,1.19,2,1,14.0,1,6.76,446,Startup
126655,32,Bachelors,Tier 3,6.17,4,1,2,1,2.78,2,0,9.5,1,4.76,446,Startup
126656,34,Bachelors,Tier 3,7.65,3,4,5,0,2.2,1,0,19.0,0,9.85,506,Startup
126657,24,Bachelors,Tier 3,7.99,0,3,1,1,6.3,0,1,9.5,1,5.65,324,Startup
126658,24,Masters,Tier 3,6.61,2,2,5,2,0.85,0,0,17.0,1,7.81,433,MNC
126659,29,Bachelors,Tier 3,8.88,1,4,4,0,4.38,0,0,16.0,1,9.19,577,Startup
126660,23,PhD,Tier 3,6.41,2,9,2,0,4.6,1,0,23.0,0,9.67,476,Mid-size
126661,23,Bachelors,Tier 3,6.73,2,4,5,0,1.53,0,0,18.0,0,9.27,621,Startup
126662,29,Bachelors,Tier 2,8.04,2,4,2,0,0.32,1,1,13.0,1,7.14,448,MNC
126663,24,PhD,Tier 1,7.95,4,4,3,0,0.75,2,0,16.0,1,4.46,598,MNC
126664,26,Bachelors,Tier 2,8.05,1,0,3,0,0.61,2,0,8.0,1,9.49,482,Mid-size
126665,30,Masters,Tier 1,6.62,1,3,5,0,0.06,2,1,18.0,1,9.84,590,MNC
126666,25,Bachelors,Tier 2,7.97,0,1,2,0,0.46,0,0,6.0,1,3.04,419,MNC
126667,31,Bachelors,Tier 3,7.38,1,5,5,2,0.03,0,0,23.0,1,9.38,406,Startup
126668,32,Masters,Tier 2,7.82,1,1,4,0,2.11,0,1,10.0,0,9.21,287,Startup
126669,30,Bachelors,Tier 2,8.41,0,5,5,2,0.79,2,0,25.0,0,6.16,364,Startup
126670,23,Bachelors,Tier 1,6.97,0,2,2,1,3.02,0,1,9.5,0,8.56,267,Startup
126671,28,Bachelors,Tier 3,7.02,2,2,2,3,2.27,1,2,13.5,0,9.65,283,Mid-size
126672,31,Masters,Tier 3,6.27,2,2,5,2,0.45,0,1,17.0,1,5.16,386,Mid-size
126673,25,Bachelors,Tier 2,10.04,2,2,4,2,3.63,0,0,15.0,0,6.29,569,MNC
126674,28,Bachelors,Tier 1,5.76,3,2,3,0,0.72,0,0,10.0,1,3.98,322,MNC
126675,32,Bachelors,Tier 1,8.82,1,1,2,2,0.03,0,1,9.0,1,5.05,578,Mid-size
126676,26,Bachelors,Tier 2,7.53,2,1,5,0,0.21,0,0,12.0,0,9.19,300,Startup
126677,29,Bachelors,Tier 3,7.01,0,3,2,2,1.22,1,0,14.0,1,4.26,345,Mid-size
126678,22,Masters,Tier 1,8.04,3,1,4,0,0.16,2,0,12.0,1,9.59,419,Mid-size
126679,27,Bachelors,Tier 2,8.92,2,1,1,0,1.63,0,0,4.0,1,6.91,672,MNC
126680,30,Bachelors,Tier 1,8.02,1,4,2,1,0.37,1,1,14.5,1,7.93,501,Startup
126681,24,Bachelors,Tier 3,7.08,2,4,3,1,2.14,1,1,16.5,1,5.75,746,Mid-size
126682,30,Bachelors,Tier 1,7.36,1,1,5,1,0.03,1,0,14.5,1,4.64,517,Mid-size
126683,27,Bachelors,Tier 1,6.92,2,4,4,1,1.86,0,0,17.5,1,6.38,465,Mid-size
126684,29,Bachelors,Tier 1,7.3,0,3,2,5,2.14,0,0,17.5,1,5.14,732,Mid-size
126685,30,Masters,Tier 3,7.53,1,4,3,0,0.32,2,0,16.0,0,6.64,478,Startup
126686,32,Masters,Tier 1,7.39,3,1,4,2,1.9,2,0,15.0,1,3.7,498,Startup
126687,21,Bachelors,Tier 1,6.82,3,3,5,1,1.21,0,0,17.5,1,9.42,403,Startup
126688,25,Masters,Tier 3,7.42,1,1,1,2,0.48,1,0,8.0,1,4.92,609,Startup
126689,26,Bachelors,Tier 2,7.4,1,3,4,1,1.82,0,0,15.5,0,7.44,706,Startup
126690,24,Masters,Tier 2,7.32,2,1,4,0,0.93,2,2,12.0,1,7.53,508,Mid-size
